Lemma (見出し語)	Rank	Frequency (頻度)	Japanese (by Google)	Commentary (解説)	cf. code	Category code
trie	29,384	16	トライ	順序の付いた木構造 (データ構造)の一種. トライ木(Trie). 語源は,検索 retrievalの単語の真ん中(trie)に由来. 発音はtriː に近い		
tried	25,431	21	試してみた	試した. 試みる. 試験ずみの. 確かな		
trier	50,313	5	最善を尽くす人	tryする人. いつも最善を尽くす人. サンプル抽出器. 検査員. 試験装置. 陪審員忌避審判官	831	25
trifecta	26,084	20	三連勝単式	三連勝単式		
trifle	22,163	27	ささいなこと	(金･時間･精力などを)を浪費する. 粗末にする. とるに足らないこと. わずかの金		
trig	61,960	3	三角法	粋な. こぎれいな. 健康な. 輪止め. こぎれいにする. 着飾る. 楔で留める. 2. 三角関数trigonometric	573	54
trigeminal	24,827	22	三叉神経の	三叉神経の		78
trigger	3,348	546	トリガー	誘発する. 引き金. 制動機. ばね止め. 誘因. きっかけ		
triglyceride	13,664	62	トリグリセリド	トリグリセリド. 中性脂肪. 血清脂質の一種		
trigonometry	50,313	5	三角法	三角法	573	54
trilateral	46,471	6	三辺の	三辺の. 三者から成る. 三辺形		
trill	36,956	10	トリル	震え声で歌う. トリル. 歌を震え声で歌う. を巻き舌で発音する	424	45
trillion	22,163	27	1兆	一兆(米). 1,000の4乗		54
trilogy	12,787	69	3部作	(劇･小説･オペラなどの)三部作		
trim	2,286	934	トリム	刈込む. 整備(する). 削減する. を装飾する. (身体の)調子. 気分. きちんとした		
Trimble	16,610	45	トリンブル	ニコン･トリンブル社. ニコンと米国Trimble Navigation Limitedの合弁企業. 大手測量機器メーカーのひとつ		96
trimester	20,935	30	学期	主に妊娠期間の)3か月間. 2. (米国)(3学期制の)1学期		
trimmer	50,313	5	トリマー	trimする人･もの. 手ごわい人. ごまかしを言う人. 素晴らしいもの. 一級品		
trimming	23,138	25	トリミング	バランスをとる. 整頓. 調整. 具合よくすること. 刈り込み		
trinary	28,448	17	三つの部分から成る	三つの部分から成る		
Trinidad	12,442	72	トリニダード	トリニダッド･トバゴ共和国 Republic of Trinidad and Tobago		1
trinity	13,139	66	三位一体	三位一体(神･キリスト･聖霊を一体と見る)		
trinket	21,344	29	トリンケット	安物の宝石		
trio	8,108	144	トリオ	トリオ. 三重奏(曲. 団). 三人組み. 三重唄(曲. 団)		
Triomphe	24,198	23	凱旋門	Arc de Triomphe(仏). 凱旋門(パリのシャンゼリゼ通り)		18
trip	1,161	2,083	旅	旅行	977	47
tripartite	31,439	14	三者	3部から成る. 3者が参加(加盟)した		
tripe	22,163	27	くだらない話	くだらない話. 牛の胃袋		
tripeptide	12,787	69	トリペプチド	トリペプチド(アミノ酸の元としてタンパク質proteinを作る) cf. peptide	443	87
triphosphate	15,027	53	三リン酸塩	三リン酸塩. Adenosine Triphosphate,ATP. 生体内で燐酸 1分子が離れたり結合し,エネルギーの放出,貯蔵,物質の代謝,合成の役を果たすヌクレオチド		
triple	4,451	360	トリプル	3倍の. 3重の. 三重の. 三種類の. 三塁打. (三段跳び. triple jump)		46
triplet	16,610	45	三つ子	三つ子. 三つ揃い. 三連音符. (cf. twins双子,triplets三つ子, quadruplets四つ子, quintuplets五つ子)	349	
triplicate	8,697	129	三重	三つ揃い. 3通の. 3通作成する		
triploid	21,758	28	3倍体	3倍体(3つで1対から成る染色体のセットを持つ細胞). (cf. triploid(3倍体), tetraploid(4倍体), haploid(半数体))	227	89
tripod	26,829	19	三脚	三脚		
Tripp	4,020	418	トリップ	トリップ(社名). 他		96
tripper	50,313	5	トリッパー	旅行者		
triptych	30,344	15	トリプティク	(三面鏡のようにちょうつがいでつないだ)3枚続きの絵画		48
Tris	6,969	184	トリス	tris(hydroxymethyl)aminomethane トリスアミノメタン. 分子生物学や生化学の緩衝剤でトリス(Tris)と略す. 注射薬添加物やアシドーシス治療剤に使われる		87
trite	18,918	36	陳腐な	ありふれた. 平凡な. 使い古された	632	
Triton	6,786	191	トリトン	トリトン(半人半魚の海神. ギリシア神話)		8
triumph	4,145	401	勝利	大勝利. 勝利. 大成功. 功績. 大業績. 勝ち誇り. 勝利をおさめる. 成功する		
triumphal	18,625	37	勝利の	勝利の. 戦勝の. 祝勝の		
triumphant	13,521	63	勝ち誇った	勝ち誇った. 勝利を得た. 成功した. 意気揚々とした		
triumphantly	26,084	20	勝ち誇って	勝ち誇って		
triumvirate	40,852	8	三頭政治	三人連合政治･政府. 三人委員会		11
trivia	10,986	88	トリビア	つまらないこと. 雑学的な事柄		
trivial	7,276	172	ささいな	つまらない. 平凡な. とるに足らない. 些細な. 普通の		
triviality	40,852	8	つまらないこと	些細な事		
trivialize	26,829	19	矮小	つまらなくする. 平凡化する. 矮小化する		
TRIzol	13,018	67	のTRIzol	トリゾール. RNAとDNAを分離する薬剤. トリゾールで細胞を粉砕溶解するとRNAは水層に,DNAとタンパク質は中間層に分離できる		89
tRNA	9,637	109	のtRNA	transfer RNA. 転移RNA. 運搬RNAとも呼ぶ. 塩基の長さの小さなRNAである		89
trod	38,763	9	trod	踏んだ. treadの過去･過去分詞		
troglodyte	36,956	10	隠者	穴居人. 隠者. 世事にうとい人		25
troika	35,353	11	トロイカ	トロイカ. 三頭制. 3人組		
Trojan	15,194	52	トロイの	トロイの. トロイの木馬 Trojan Horse		10
troll	10,696	92	トロール	トロール(北欧民話で洞穴に住む巨人･小人)　2. 陽気に歌う. 輪唱する. 3. 流し釣りする　cf. trawl(トロール漁法は別綴り)	429	9
trolley	22,636	26	トロリー	路面電車		
trombone	26,829	19	トロンボーン	トロンボーン		
tromp	33,910	12	殴る	殴る. ぶちのめす. 完敗させる. 打つ		
trompe	30,344	15	トロンプ	だまし絵		
tron	55,144	4	トロン	トロン (すべての技術情報が公開･利用できるというオープンな思想の組込み用技術開発プロジェクト) 東京大学の坂村健教授が開発		95
troop	11,667	80	軍隊	軍隊. 警官隊. (人･動物の)群れ. ぞろぞろ歩く. 隊. 組み. 多数. 大勢. 集まる		
trooper	9,691	108	トルーパー	州警察官		
troops	2,170	993	軍	軍隊		23
trope	21,758	28	トロープス	言葉の比喩的用法		
trophic	18,625	37	栄養の	栄養の		
trophoblast	7,583	160	栄養膜	栄養膜		
trophoblastic	22,636	26	絨毛	絨毛(性の). 栄養膜の		79
trophozoite	13,139	66	栄養体	栄養体		
trophy	9,589	110	トロフィー	戦利品. 賞品. 戦勝記念品. トロフィー	329	
tropic	55,144	4	熱帯	回帰線. 熱帯の. 熱帯地方の	845	62
tropical	4,930	310	トロピカル	熱帯の. 熱帯性の. 非常に暑い. 猛暑の. 回帰線の	845	62
tropicana	26,084	20	トロピカーナ	トロピカーナ. 熱帯の		
tropics	23,649	24	熱帯	熱帯		62
trot	10,986	88	早駆け	足早に歩く. 小走りする. 速歩. (馬が)早駆けする. (cf. trot. canter. gallop)	596	76
trotter	31,439	14	速歩で駆ける馬	速足で歩む人. 人の足		
troubadour	27,590	18	吟遊詩人	吟遊叙情詩人	358	
trouble	1,194	2,005	トラブル	問題. 悩み. 苦労. 悩ませる		
troubled	6,141	224	困った	心配した		
troublemaker	22,636	26	トラブルメーカー	ごたごたを起こす人		
troubleshooter	50,313	5	トラブルシュータ	問題解決者. 故障発見者. 紛争調停者		12
troublesome	11,762	79	厄介な	やっかいな. 骨の折れる		
troubling	8,876	125	厄介な	厄介な		
trough	18,918	36	トラフ	凹型(=concave). 溝. 管. 気圧の谷. 桶. 木鉢		
trounce	30,344	15	trounce	(人を)うんとなぐる. こらしめる. こきおろす. けなす		
troupe	12,653	70	劇団	一座. 一団		
trouper	50,313	5	演芸者	旅芸人		
trouser	38,763	9	ズボン	ズボン		36
trousers	11,574	81	ズボン	ズボン. (pantsが圧倒的に多用され,trousers,slacksがほぼ同等)	664	36
trout	8,528	133	マス	マス. 鱒		72
trove	24,198	23	発見物	収集. (大事なものの)集積. バンク. 大事な物を集めている場所. 発見されたもの		
trowel	55,144	4	こて	こて, コテ		52
Troy	8,066	145	トロイ	トロイ. ギリシア神話の都市. ギリシア語でイリオス. 現トルコ北西部でシュリーマンが発掘. トロイの木馬で有名. 2. 貴金属,宝石の質量の単位. 1 troy ounce=約31グラム		
TRP	11,485	82	TRP	Tryptophan. トリプトファン(アミノ酸の一種)		87
truancy	55,144	4	不登校	無断欠席. 無断欠勤. skip school		26
truant	36,956	10	不登校児	怠ける. 怠け者. 無断欠席者. 無断欠席する学生		25
truce	20,935	30	休戦	中止. 中断. 休戦. 停戦. 停戦協定		
truck	2,176	991	トラック	トラック. 運搬者. 手押し車. トラックの. 交換する. 取り引きする. (cf. track. 轍,小道,競技場のトラック,CDなどの録音の単位. (ひとつづきで一周できるものに使う)	585	41
trucker	20,527	31	トラック運転手	トラック運送業者. トラック運転手. 交易者. 行商人		
trucking	19,875	33	トラック輸送	トラック輸送		
truckload	33,910	12	トラック輸送	トラック積荷		
truculent	55,144	4	好戦的な	痛烈な. 野蛮な. 凶暴な. 喧嘩腰の		
trudge	26,084	20	重い足取り	とぼとぼ歩く. てくてく歩く. 重い足取り(で歩く)		
TRUE	376	6,106	真の	真の. 本当の. あてはまる		
truer	21,344	29	真実	真実		
truffle	20,184	32	トリュフ	トリュフ. フランスしょうろの類の植物		69
truism	22,636	26	自明の理	自明の理. わかりきったこと		
truly	2,021	1,087	本当に	本当に. 真実に. 偽りなく. 正直に. 誠実に. 忠実に. 正確に		
Truman	8,148	143	トルーマン	ハリー･トルーマン. Harry S Truman. 米国第33代大統領1945-53在位. 日本への原爆投下を決定		98
trump	5,835	242	切り札	切り札. 奥の手		
trumped	24,198	23	捏造	捏造		
trumpet	9,115	120	トランペット	吹聴する. 大声で知らせる. (楽器)トランペット. 拡声器. ラッパ(を吹く)	539	
trumpeted	23,138	25	吹聴	吹聴		
trumpeter	30,344	15	トランペッター	トランペット奏者. 大声で知らせる人. ちょうちん持ち		45
truncate	32,594	13	切り捨てる	先端を切取る. 切り捨てる	797	
truncated	7,251	173	切断された	切り捨てされた		
truncation	15,194	52	切り捨て	打切り. 切断すること		
truncheon	43,408	7	警棒	杖		
trundle	46,471	6	転がす	ごろごろ動く. 転がす		
trunk	7,116	178	トランク	トランク. 主要な. (木の)幹･胴体. 幹線. 長距離電話. 2. (象の)鼻		76
truss	50,313	5	トラス	トラス. 桁構え. 干し草･わらなどの束		
trust	1,327	1,766	信頼	を信用する. 信用. 信頼		12
trustbuster	50,313	5	trustbuster	反トラスト法取締官. トラスト破壊者	743	13
trustee	6,969	184	受託者	受託会社. 受託者. 被信託人. 管財人		
trusting	46,471	6	信じて疑いない	信用して		
trustworthiness	30,344	15	信頼性	信頼性		
trustworthy	15,027	53	信頼できる	信頼のあった. 信頼に足る		
trusty	24,827	22	信頼できる	信頼できる人. 信頼できた. 信頼できる. 当てになる		
truth	1,516	1,531	真実	事実. 真実. 真理. 真偽. 実体. 誠実	594	12
truthful	14,726	55	誠実な	誠実な. 正直な. 本当の		
truthfully	20,527	31	正直に	本当は. 正直に. 正直に言えば. 誠実に. 本当のところは		
try	140	14,860	試す	を試す. をやってみる		
trying	24,827	22	辛い	骨の折れる. 腹の立つ. しゃくにさわる. 疲れる. 苦しい. 辛い. 耐え難い	338	
tryout	30,344	15	試してみる	適性試験. テスト. オーディション		
Trypan	21,758	28	トリパン	細胞死の判定方法. Trypan Blue(染料)を用いた生体染色法. dye exclusion testと呼ばれ,生細胞は染色されず死細胞のみが染色される		81
trypsin	9,018	122	トリプシン	トリプシン. 膵(すい)液に含まれる消化酵素の一種.		88
trypsinization	26,829	19	トリプシン処理	＜trypsin(消化酵素の一種). トリプシン処理		88
trypsinized	20,184	32	トリプシン処理	＜trypsin(消化酵素の一つ). トリプシン化すること		88
tryptophan	6,412	209	トリプトファン	トリプトファン. 必須アミノ酸の一種. 不足すると. 不眠症などの睡眠障害やうつ病を起こす		87
tryst	21,758	28	逢い引き	(特に恋人同士の)会合の約束. あいびき(の場所)		
tsar	36,956	10	皇帝	旧ロシア皇帝の称. 皇帝(= czar)		10
TSE	26,084	20	東証	Tokyo Stock Exchange. 東京証券取引所(東証)		16
TSS	24,198	23	TSS	Time Sharing System タイムシェアリングシステム		29
tsunami	17,555	41	津波	(日本語)津波		63
TTP	8,187	142	TTP	Trusted Third Party. 信頼できる第三者機関. 2. HTTPをエスケープするための書き換え表記(h抜きttp:). 3. 難病のひとつ 他		29
TTT	7,449	165	TTT	thymol turbidity test(チモール混濁試験. 膠質反応と呼ばれる肝機能チェック方法)		89
tub	7,166	176	浴槽	おけ. たらい. 浴槽. 入浴. ～を桶に入れる		
tuba	29,384	16	チューバ	チューバ(低音金管楽器)		45
tubby	33,910	12	デブ	太っちょ. 桶のような. ずんぐりした		
tube	2,942	656	チューブ	地下鉄. パイプ. 管. 筒. 管楽器. チューブ		
tuber	31,439	14	塊茎	塊茎. 結節		69
tubercle	55,144	4	結節	結節. 結核(結節). 小塊茎		91
tuberculosis	5,879	239	結核	結核		91
tuberous	55,144	4	塊茎のある	こぶのある. 結節(状)の. (植物)塊茎(状)の. 塊茎のある(a tuberous root. サツマイモなどの塊根)		76
tubeworm	20,184	32	tubeworm	チューブワーム. 深海の熱水噴出孔や冷水湧出帯周辺に生息する生物		
tubular	9,253	117	チューブラー	管状の. 尿細管の		79
tubule	14,726	55	尿細管	尿細管	316	79
