Word	POS	BNC Rank	Google Rank	IPA	Conjugations	Synonyms	Arabic	Chinese	German	Greek	English	French	Italian	Japanese	Korean	Dutch	Portuguese	Russian	Spanish	Swedish	Thai	Turkish
superior	adj.	5126	3733	supˈɪriɜ	superiors	aristocratic senior more higher exceptional exclusive outstanding upper finer advanced above chief bigger snooty disdainful better greater supercilious boss aloof better excellent choice over arrogant supervisor enhanced expert higher pompous manager elder improved patronizing director untouchable haughty condescending leader	متفوق, فاخر, أعلى, أسمى, أجدر, أعظم نفوذا, أفضل, راجح, أرفع مقاما, أهم, أشمل, أعم, متشامخ, مترفع, ممتاز, بارعsu·pe·ri·or / sʊ'pɪrɪə(r) /suː'pɪərɪə	N/A	höhergestellt; überlegensu·pe·ri·or / sʊ;'pɪ;rɪ;ə;(r) /suː;'pɪ;ə;rɪ;ə;	υπέρτερος, ανώτερος, ηγούμενοςsu·pe·ri·or / sʊ;'pɪ;rɪ;ə;(r) /suː;'pɪ;ə;rɪ;ə;	higher in rank or position; above average, exceptional; better or greater than; supercilious, conceitedsu·pe·ri·or || sʊ'pɪrɪə(r) /suː'pɪərɪə	supérieursu·pe·ri·or / sʊ;'pɪ;rɪ;ə;(r) /suː;'pɪ;ə;rɪ;ə;	superiore; eccellente, ottimo; di prim'ordine; immune, non soggetto; che si dà arie di superiorità, altezzoso, borioso, sprezzantesu·pe·ri·or / sʊ;'pɪ;rɪ;ə;(r) /suː;'pɪ;ə;rɪ;ə;	優れている; 上位の; 勝るsu·pe·ri·or / sʊ;'pɪ;rɪ;ə;(r) /suː;'pɪ;ə;rɪ;ə;	훌륭한, 우수한;우세한, 뛰어난; 보다 나은; 오만한, 거만한su·pe·ri·or / sʊ;'pɪ;rɪ;ə;(r) /suː;'pɪ;ə;rɪ;ə;	hoogste, verhevensu·pe·ri·or / sʊ;'pɪ;rɪ;ə;(r) /suː;'pɪ;ə;rɪ;ə;	superior; altivosu·pe·ri·or / sʊ;'pɪ;rɪ;ə;(r) /suː;'pɪ;ə;rɪ;ə;	лучший, превосходный, высшего качества; высокомерный, самодовольный; старший, больший; надстрочный; расположенный над другим органомsu·pe·ri·or / sʊ;'pɪ;rɪ;ə;(r) /suː;'pɪ;ə;rɪ;ə;	superior, mejor, preeminente, primacial, supremosu·pe·ri·or / sʊ;'pɪ;rɪ;ə;(r) /suː;'pɪ;ə;rɪ;ə;	högre; översu·pe·ri·or / sʊ;'pɪ;rɪ;ə;(r) /suː;'pɪ;ə;rɪ;ə;	N/A	üstteki, üst, üstün, yüksek, ilgisiz, üstünlük taslayan, kibirli, asil, satırın üstüne basılmışsu·pe·ri·or / sʊ;'pɪ;rɪ;ə;(r) /suː;'pɪ;ə;rɪ;ə;
supposedly	adv.	8328	14094	səpˈoʊzədli	N/A	allegedly evidently purportedly theoretically apparently hypothetically	ما يسمى, ربما	N/A	angeblich, vermutlich	τάχα, υποθετικώς	believed to be so, reputedly, purportedly	comme prévu, apparemment	presumibilmente, stando alle supposizioni; apparentemente, stando alle apparenze	おそらく	상상하컨대	vermoedelijk, naar alle waarschijnlijkheid	pelo jeito, supostamente	предположительно, по общему мнению	supuestamente, presumiblemente, presuntamente, presuntivamente, probablemente, según cabe suponer	förmodligen, antagligen	N/A	N/A
surgeon	n.	8060	9630	sˈɜdʒən	surgeons	doctor	طبيب جراح, الجراح	外科医生, 军医, 船医	operierender Arzt, Chirurg	χειρουργός	one who practices surgery, one who performs medical operations (Medicine)	chirurgien	chirurgo, medico chirurgo; (Mil, Mar; mil) ufficiale medico; (Mar) medico di bordo	外科医; 軍医（医学）	외과 의사(의학)	chirurg	cirurgião	хирург, военный врач, военно-морской врач, офицер медицинской службы	cirujano	kirurg	ศัลยแพทย์	cerrah, operatör, askeri doktor, gemi doktoru
surgical	adj.	9634	6264	sˈɜdʒɪkəl	N/A	N/A	جراحي, ناشئ عن الجراحة	N/A	chirurgisch	χειρουργικός	pertaining to or involved in surgery; used in surgery; pertaining to surgeons	chirurgical	chirurgico; postoperatorio	外科の; 手術による	외과술의; 외과의	chirurgisch, van de operatie	cirúrgico, operatório	хирургический	quirúrgico	operations-, kirurgisk	เฉียบคม เฉียบขาด, แม่นยำ	ameliyat, tıbbi, cerrahi
surplus	n.	8553	7782	sˈɜpləs	surpluses	N/A	فائض, فضلة, طفح, الفضل	剩余, 过剩, 盈余	Restbetrag, Überschuß	πλεόνασμα, περίσσευμα	amount in excess of what is needed; excess of assets over liabilities (Accounting)	surplus, excédent	soprappiù, eccedenza, eccesso; (Econ) surplus; (Comm) residuo attivo, avanzo, eccedente; (Agr) sovrapproduzione	余り; 剰余金	나머지; 여분, 초과액	overvloed, overschot	excedente, excesso	излишек, избыток, остаток	excedente, demasía, exceso, ganancia, sobra, sobrante, superávit	överskott, behållning	N/A	fazla, artan, fazlalık, sermaye fazlası
susceptible	adj.	10595	14803	səsˈɛptəbəl	N/A	N/A	حساس, سريع التأثر, عرضة, قابل ل	N/A	empfänglich, anfällig für	επιδεκτικός, ευαίσθητος	vulnerable, prone, liable to be affected by illness; emotionally sensitive, impressionable	susceptible; sensible	suscettibile; ombroso, permaloso; sensibile; impressionabile; (Med) predisposto, soggetto, ricettivo	影響されやすい; 感化されやすい; 感染しやすい; 感じやすい; 許す	가능한, 허용하는, 영향받기 쉬운, 움직이기 쉬운; 감수성이 강한, 민감한	gevoelig; is gevoelig voor-	suscetível, melindroso, pessoa que se ressente facilmente; capaz	восприимчивый, обидчивый, впечатлительный, влюбчивый, чувствительный, допускающий, поддающийся	susceptible, afectable, sensible, sensitivo	känslig; mottaglig	มีความรู้สึกไว อ่อนไหวง่าย, รับความรู้สึกไว	hassas, duyarlı, alıngan, duygulu, duygusal, elverişli, müsait, şıpsevdi, kolay aşık olan
sustainable	adj.	10760	3929	səstˈeɪnəbəl	N/A	N/A	محتمل	N/A	tragbar	ανεκτός, υποστηρικτός	capable of being sustained, maintainable	soutenable, acceptable	sostenibile	維持できる, 支えられる	N/A	houdbaar, verdedigbaar	sustentável	N/A	sostenible, llevadero, mantenible, soportable	godtagbar	N/A	N/A
swap	v.	20564	7345	swˈɑp	swaps swapped swapping	N/A	قايض, تبادل	N/A	vertauschen, austauschen	ανταλλάσω	exchange one thing for another, trade, barter; make an exchange or trade	échanger; se modifier, se succéder	cambiare, scambiare, dare in cambio, barattare	交換する; 取り替える; 取引する	교환하다, 교역하다, 물물교환 하다, 바꾸다	ruilen, uitwisselen	trocar, barganhar; trocar-se	менять, обменивать, махнуться, подкачивать, загружать	intercambiar, alternar, cambalachear, canjear, chamar, permutar, reciprocar, trocar; hacer un intercambio, hacer un cambio, hacer un canje	byta ut; byta	N/A	değiş tokuş etmek, değiştirmek, karşılıklı bahsetmek
swell	v.	21681	16521	swˈɛl	swells sweller swellest swelled swelling swollen	great brilliant surge enhance enlarge raise supplement fantastic distend enlarge fabulous roller grow bulge improve expand increase tremendous enlarge excellent wave inflate comber balloon expand proliferate expand super augment increase mushroom marvelous bloat wonderful inflate amplify billow	ورم, انتفخ, تورم, تفاخر, تبجح, زاد	N/A	schwellen, anschwellen; größer werden; aufblasen	πρήσκω, πρήσκομαι, φουσκώνω, ογκούμαι	increase in volume, expand, inflate; increase in intensity or amount; well up, rise up; bulge, protrude; become vain, puff up with vanity; cause to expand or increase; cause to protrude	enfler, gonfler; s'enfler; augmenter, grossir	gonfiarsi, dilatarsi, ingrossarsi; sporgere, essere protuberante; essere gonfio di; (fig) aumentare, crescere, salire, ingrossare	腫れる; 膨らむ, 膨張する; 大量に増える; 上昇する; 突き出る; 虚栄心を持つ; 拡大する; 突き出す	증가하다, 팽창하다, 부풀어 오르다; 부피가 커지다; 융기하다, 솟아 오르다; 커지게 하다, 증가시키다; 튀어나게 하다	zwellen, opzetten, dik worden; opblazen	inchar (-se); crescer; encher (os pneus)	вспухать, опухать, отекать; возвышаться, подниматься; разрастаться, увеличивать; быть переполненным чувствами; важничать	hinchar, abombar, dilatar, distender, henchir; hincharse, abotagarse, abotargarse, abultarse, inflamarse, tumefacerse; inflarse, soplarse	svälla, svullna; växa; blåsa upp	N/A	şişmek, kabarmak, büyümek, artmak, dolmak, yükselmek, rüzgârla şişmek, taşmak, boşalmak (göztaşı vb.), iftihar etmek, gurur duymak, koltukları kabarmak, gururlandırmak, koltuklarını kabartmak
sword	n.	6344	6791	sˈɔrd	swords	N/A	سيف, حسام, قوة عسكرية, على إستعداد للهجوم المتبادل	刀, 剑, 战争, 武力, 剑状物	Schwert	ξίφος, σπαθί	weapon consisting of a long straight or curved blade fixed to a hilt	épée	spada; (fig) forza militare, armi; guerra	剣, つかで固定した長くて鋭く切れる武器; 武力; 戦い	검, 무력	zwaard	espada	меч, сабля, шпага, рапира, шашка, палаш, сила оружия, война	espada, bracamarte	svärd	ดาบ กระบี่, มีดยาว	kılıç, pala, yetki, güç, silâh gücü
syllable	n.	13507	25171	sˈɪləbəl	N/A	N/A	مقطع لفظي, أصغر وحدات شيء	音节	Silbe; Spur	συλλαβή	segment of speech uttered with a single impulse of air; smallest amount of speech or writing	syllabe, unité phonétique fondamentale; terme simple; mot, parole;	sillaba	音節; ひと言; 一筆	음절, 한마디	lettergreep; klein beetje	sílaba; algo em quantidade ínfima, a menor unidade possível de uma medida	слог, звук, слово	sílaba	stavelse; kort och gott, kort sagt	N/A	hece, seslem, nota
syllabus	n.	11832	11492	sˈɪləbəs	syllabi syllabuses	program prospectus curriculum	منهاج دراسي, مخطط منهج دراسي	摘要, 提纲, 课程表, 教学大纲	Lehrplan, Studienplan	περίληψη βιβλίου, περίληψη λόγου, περίληψη	summary outline stating the main points of a curriculum (or lecture, text, etc.)	syllabus, grandes lignes d'un curriculum; programme; sommaire (cours, lecture, texte)	sommario, raccolta; (Ped, Scol) programma; (Rel; catt) sillabo	要項; 教授細目（講義や教科書など）	적요, 요강, 요지	syllabus; cursusprogramma	plano de estudos	конспект, программа обучения, расписание, план	programa de estudios; extracto, resumen	kursplan, studieplan	บทสรุปของรายงานการพิจารณาคดี	ders programı, ders özeti, müfredat, liste, karara bağlanmış dosyaya eklenen not
symbolic	adj.	6303	10574	sɪmbˈɑlɪk	N/A	N/A	رمزي	N/A	symbolisch	συμβολικός	of or pertaining to a symbol; characterized by the use of symbols; representative, allegorical, figurative	symbolique, représentatif; allégorique, figuratif	simbolico	象徴的な; 象徴する; 記号の; 象徴主義の	상징적인; 부호의; 나타내는, 표상하는	symbolisch	simbólico	символический, символичный	simbólico, alegórico, emblemático, indicativo, representante, representativo	symbolisk	เป็นเครื่องหมาย เป็นสัญลักษณ์	sembolik, simgesel
syndrome	n.	7782	4802	sˈɪndrˌoʊm	N/A	N/A	أعراض, تزامن أعراض المرض	并发症状, 综合征, 同时存在的事物	Syndrom (medizinische Erscheinung, mehrere charakteristische Symptome, die zusammen auftreten)	σύνδρομο	particular group of symptoms that appear together and characterize a particular disease or disorder (Medicine)	syndrome, ensemble de signes, association de plusieurs symptomes caractérisant une maladie; affection; maladie (Maladie)	(Med) sindrome	シンドローム, 症候群, 特定のの病気や疾患から現れる徴候や特徴（医学）	증후군(의학)	syndroom (een verzameling van medische symptomen die typerend zijn voor een bepaalde afwijking)	síndrome, complexo	синдром, совокупность симптомов	síndrome	syndrom, syndromkomplex (en helhet av medicinska fenomen, antalet karaktäristiska symtom som uppträder tillsammans)	ลักษณะเชิงซ้อนต่างๆ ที่บ่งบอกถึงสภาพใดสภาพหนึ่ง	sendrom, hastalık belirtileri
