英単語,訳,発音,英語の意味,解説,用例,用例・訳
informative,【形】有益な；知識（情報）を与える,ɪnˈfɔrmətɪv,tells you a lot of useful facts about somethiing,"【形】有益な
知識を与える
情報を与える","Furthermore, it is a valuable historical source material because of the informative description it records in relation to the state of the government of those times, of the lifestyle of Ieyasu, and the daily activities and customs of the feudal lords.
","また、当時の政治情勢や家康の生活ぶり、そして大名の日常生活や習慣を知る上では重要な史料である。
"
intern,抑留する；研修生；インターンとして勤務する,ˈɪntɜrn,"a stuent or trainee who is doing a job, often without pay, to get work experience","(特に戦時中)〈人・船など〉‘を'強制収容する,抑留する","During WW II, Japanese were interned in camps in the West",第二次世界大戦中、日本人は西部の拘留施設に閉じ込められた
internship,インターンの身分[実施期間],ˈɪntərnˌʃɪp,"a position or placement for someone to learn a job through work, sometimes without pay",インターンとしての勤務期間,"In 2000 Japan's health care system was the best in the world, but since clinical internship was introduced in 2003 it has clearly deteriorated.",2000年に日本の医療制度が世界一だが、2003年に研修医制度が始まって目に見えて悪くなった。
kilogram,キログラム,ˈkɪləˌgræm,a unit of weight; one kilogram is about the same weight as 2.2 pounds,"『キログラム』(《略》『kg.,kg』)",Rice is sold by the kilogram.,米はキロ単位で売られる。
liter,リットル,ˈlitər,a unit  of measurement for liquids,"リットル(メートル法の容量の単位《略》『l.,lit』)",This jar can hold two liters of hot water.,この瓶には２リットルのお湯が入る。
locker,ロッカー,ˈlɑkər,a small cupboard  you can store personal items in securely for a period of time,"ロッカー,錠つき戸だな",Each of the students has his own locker.,学生たちはめいめい個人用のロッカーがある。
luggage,荷物,ˈlʌgəʤ,Bags and cases that you carry your clothes in when you go on a journey,"《おもに英》『手荷物』,小荷物,トランク・スーツケースなどの旅行かばん類",There's no way one that big is going to go on a bike's luggage rest.,こんなデカイのがチャリの荷台に乗るわけないだろ。
memorandum,連絡票；覚書契約書；定款；報告書,ˌmɛməˈrændəm,A written note or message to remind you or someone else to do something,"メモ,覚え書き 
(会社内などの)連絡メモ,回覧,回報 
(契約・取引きなどの条件の)要約,摘要書;(会社の)定款(ていかん)","`You will, though,' the Queen said, `if you don't make a memorandum of it.'
","「 でも 忘れ ます と も 、 ちゃんと メモ って おか ない と 」 と 女王 さま 。
"
mentor,師匠,ˈmɛnˌtɔr,personal advisor or teacher,"指導者,師・（良き）助言者,顧問","He attracted many believers of a variety of rank, such as FUJIWARA no Akinobu, a son of FUJIWARA no Michinaga, who became a priest with Gyoen as his mentor.
","藤原道長の子藤原顕信が行円を師と仰いで出家するなど、貴賤を問わず多くの信者を集めた。
"
merchandise,商品,ˈmɜrʧənˌdaɪz,goods for sale,"(集合的に)『商品』(goods) 
…‘を'売買する 
(広告などをして)…‘の'販売を促進する 
商売をする",Please use our toll-free number for calls regarding merchandise.,商品に関するお問い合わせは、フリーダイヤルをご利用ください。
mini,極小の；小型の,ˈmɪni,smaller than is usual for a particular type of thing,"ミニスカート 
ミニカー 
(一般に)小型の物",She was in a green coat and matching mini-skirt.,彼女はグリーンのコートを着、それに合ったミニスカートをはいていた。
nap,昼寝,næp,"a short sleep, often taken during the daytime","(特に日中の)『ひと眠り』,昼寝 
ひと眼りする,まどろむ",I may give up soon and just nap instead.,すぐに諦めて昼寝をするかも知れない。
necklace,ネックレス,ˈnɛkləs,"a piece of jewelery, or decoration, worn around the neck","『首飾り』,ネックレス",She is wearing an expensive necklace.,彼女は高価な首飾りをしています。
overcrowd,混雑さ,ˌoʊvərˈkraʊd,too many people in too small a space,"(人,物を)…に詰め込み過ぎる《+名+with+名》","In the U.S., there are more prisoners than there is jail space for them. So the prisons are overcrowded.",アメリカでは、犯罪人を収容する刑務所のための場所以上に犯罪人がいるのでいつも刑務所は定員オーバーの状態である。
pamphlet,パンフレット；小冊子；小論文；論説,ˈpæmflət,a small paper leaflet or booklet  that tells you about a single subject,"『パンフレット』,小冊子;(特に時事問題の)小論文",Please help me distribute these pamphlets to visitors.,来てくれた人にこのパンフレットを配るのを手伝って下さい。
pant,あえぐ；喘ぎながら言う；喘ぎ；息切れ；動悸；ズボンの,pænt,"take short sharp breaths through your mouth, noisily","『あえぐ』,息を切らす 
《現在分詞の形で》熱望する,強く望む 
…‘を'あえぎながら言う《+『out』(『forth』)+『名,』+『名』+『out』(『forth』)》 
『あえぎ』,息切れ;動悸(どうき)",My mother bought me two pairs of pants last Sunday.,母はこの前の日曜日にズボンを２本買ってくれました。
payroll,給与計算,ˈpeɪˌroʊl,the total amount of money paid in wages,"給料支払い薄 
《単数形》給料支払い総額",the deadheads on the payroll should be eased out as fast as possible,役に立たない従業員は、出来るだけ早く辞職すべきである
pharmacist,薬剤師,ˈfɑrməsɪst,a person whose job it is to prepare medicines,薬剤師;製薬者(また《英》chemist),"(ii) A physician, dentist, pharmacist, or veterinarian;
","二　医師、歯科医師、薬剤師又は獣医師
"
pharmacy,薬局,ˈfɑrməsi,a store where medicines are prepared and sold,"〈U〉薬学;調剤術 
=drugstore",What's the name of your pharmacy?,利用されている薬局の名前を教えてください。
preview,"【名/C】試写会,試演会,内見；予習；予告編,予告番組【動/他】の試写（試演）を見る,見せる；の事前説明をする",ˈpriˌvju,a chance to see something before it becomes generally available,"【名/C】試写会,試演会,（展覧会などの）内見
予習；予告編,予告番組
【動/他】の試写（試演）を見る,見せる
の事前説明をする",There was a special sneak preview last night.,昨日の夜、特別試写会があった。
reflexive,【形】再帰の / 反射的な,rəˈflɛksɪv,referring back to itself,"【形】(文法で)再帰の 
再帰動詞;再帰代名詞(たとえば『He』 enjoyed himself.においてenjoyedを再帰動詞,himselfを再帰代名詞という)
反射的な(反応・動作)","The 10 ranks, from the highest, are as follows: Vow, Precept, Reflexive power, Non-retrogression, Concentration, Wisdom, Zeal, Remembrance, and Faith.
","上から願心・戒心・廻向心・不退心・定心・慧心・精進心・念心・信心の10位。
"
refund,"【名/C】払い戻し金,返金；【U】払い戻すこと；【動/他】返金する",ˈriˌfʌnd,give back money that has already been paid,"〈金など〉‘を'返済する,払い戻す 
(金などの)返済,払い戻し;返済金,払い戻し金","For delayed flights, seasonal adjustments are made on the basis of the original flight date and so refunds of air-mile difference will not be made.",遅延便については、オリジナルの出発日に基づくシーズナリティを適用するため、マイル差額の払い戻しはいたしません。
refundable,【形】返金可能な；払い戻しができる,rɪˈfʌndəbəl,money that can be returned if you change your mind about a purchase,【形】返金可能な；払い戻しができる,"2. With regard to Securities or warehouse receipts, such type or description, quantity or face value, unit price, amount of deposit, and refundable amount shall be recorded by each detailed amount; with regard to cash, the amount of deposit and refundable amount shall be recorded by each detailed amount; and with regard to the current outstanding deposit, the amount of Securities or warehouse receipts, and cash, such total amount shall be recorded by each detailed amount.
","二　有価証券又は倉荷証券については、その内訳として、その種類又は銘柄名、数量又は額面、単価、預託額及び返戻額を、現金については、その内訳として、預託額及び返戻額を、預託現在高については、その内訳として、有価証券又は倉荷証券及び現金ごとの額並びにそれらの合計額を記載すること。
"
reimburse,返済する,ˌriɪmˈbɜrs,give back the money for an expense that has been paid out,(損害に応じて)〈人〉‘に'弁償する《+『名』〈人〉+『for』+『名』》;〈人〉‘に'〈損失額〉‘を'払い戻す《+『名』〈人〉+『名』=+『名』+『to』+『名』〈人〉》,"(2) In the event that a designated welfare service business operator for persons with disabilities prescribed in paragraph 2 of Article 29, a designated providers of consultation support business prescribed in paragraph 1 of Article 32, or a designated medical payment institute for services and supports for persons with disabilities prescribed in paragraph 2 of Article 54 (hereafter collectively referred to as ""service business operators, etc."" in this paragraph) has been provided with nursing care payment, payment for training etc., payment for service utilization program, special payment for specified persons with disabilities, medical expenses for services and supports for persons with disabilities, or medical care treatment expenses by deceit or other fraudulent means, a municipality etc. may force such service business operator, etc. to reimburse the paid amount as well as the amount obtained by multiplying 40/100 by the paid amount
","２　市町村等は、第二十九条第二項に規定する指定障害福祉サービス事業者等、第三十二条第一項に規定する指定相談支援事業者又は第五十四条第二項に規定する指定自立支援医療機関（以下この項において「事業者等」という。）が、偽りその他不正の行為により介護給付費、訓練等給付費、サービス利用計画作成費、特定障害者特別給付費、自立支援医療費又は療養介護医療費の支給を受けたときは、当該事業者等に対し、その支払った額につき返還させるほか、その返還させる額に百分の四十を乗じて得た額を支払わせることができる。
"
