英単語,訳,発音,英語の意味,解説,用例,用例・訳
watershed,流域,ˈwɔtərˌʃɛd,"a period of time during which important, significant changes take place","分水界 
(川の)流域",the agreement was a watershed in the history of both nations,協定は両方の国家の歴史の分水嶺であった
algebra,代数学,ˈælʤəbrə,mathematics using letters and symbols in place of some numbers,『代数』[学],"Then as to the analysis of the ancients and the algebra of the moderns, besides that they embrace only matters highly abstract, and, to appearance, of no use,
","そして 古人 の 分析 や 、 現代 人 の 代数 は と いえ ば 、 どちら も とても 抽象 的 な 話 し か し なく て 見る から に 何 の 役 に も たた ない 。
"
amplitude,振幅,ˈæmpləˌtud,"the breadth, width or largeness of something","広さ,大きさ 
十分,豊富 
(振子の)最大振幅;(電波・音波などの)振幅","(k) The degree of modulation of amplitude modulation with an identification signal shall not exceed 10% and be a closest possible value to 10%.
","ル　識別信号による振幅変調の変調度は、一〇パーセントを超えず、かつ、できるだけ一〇パーセントに近いこと。
"
biodiversity,【名/U】生物多様性,ˌbaɪoʊdaɪˈvɜrsəti,"the variation in an environment, the number of different types of life found there",【名/U】生物（種の）多様性,"Basic Act on Biodiversity
","﻿生物多様性基本法
"
chloride,塩化物,ˈklɔraɪd,a chemical compound that is a mixture of chlorine and something else,塩化物,"nor was Paul a whit behind when he succeeded in producing laboratory colloids exhibiting amoeba-like activities, and when he cast new light upon the processes of fertilization through his startling experiments with simple sodium chlorides and magnesium solutions on low forms of marine life.
","ポール も また それ に ほとんど 遅れ を とる こと なく 、 アメーバ 運動 を 展開 する 実験 用 コロイド の 精製 に 成功 し 、 純粋 な 塩化ナトリウム と マグネシウム 溶液 を 用い た 海洋 環境 の 原型 上 で の 実験 によって 受精 の プロセス に 新た な 光明 を 投げかけ た 。
"
circa,約（年号に使われる）,ˈsɜrkə,an approximate time period,"(とくに近似の年代を示すのに用いて)およそ(about)(《略》『c.,ca,ca.,cir.,circ.』)","ONO no Komachi (circa 809 - circa 901) was a female poet in around the first half of the Heian period, in the ninth century.
","小野小町（おののこまち、大同(日本)4年（809年）頃-延喜元年（901年）頃）は、平安前期9世紀頃の女流歌人。
"
consonant,一致した,ˈkɑnsənənt,a speech sound; any letter in the alphabet that is not a vowel.,"子音,子音字 
《文》(…と)調和する,一致する《+『with』(『to』)+『名』》 
協和音の 
子音の",I think it might be useful if you could add how to output the diphthongs (with small ya/yu/yo) and geminate consonants (with small tsu).,拗音（ゃ　ゅ　ょ）と促音（っ）の出し方も、加えていただけると参考になるかもしれません。
cortex,皮質,ˈkɔrtɛks,the outer part of an organ or structure,"(内臓,特に脳の)皮質 
(植物の)皮層;樹皮",they demonstrated the transmission of impulses from the cortex to the hypothalamus,彼らは外皮から視床下部までの刺激の伝達を明示した
inversion,反転,ɪnˈvɜrʒən,a change in position of things so they become the opposite,"反対,転倒 
(文法で)倒置[法]","But now her every motion appeared to be the exact inversion of her previous ones.
","でも こんど は 、 彼女 の あらゆる 動き は 前 の 動き の 正反対 に 見え まし た 。
"
lexical,語彙の,ˈlɛksɪkəl,about words,"単語の・語いの 
閑書の",Edit a book on lexical semantics,語彙の意味論に関する本を編集してください
multi,【接頭辞】多くの…；種々の…：多数（倍）の...,ˈmʌlti,a prefix meaning 'more than one',"【複合要素/接頭辞/prefix】多い,多数（倍）の...
多くの…；種々の…","a heated multi-year argument among fans over whether anime videos should be dubbed or subtitled.
","これ は 白熱 し た 数 年 にわたる ファン 論争 で 、 アニメ ビデオ は 吹き替え が いい の か 字幕 が いい の か 、 という 論争 だ 。
"
phonological,【形】音韻論の；音韻体系の；音韻的な,ˌfoʊnəˈlɑʤɪkəl,concerning sound,"【形】音韻論の；音韻体系の；音韻的な
（phonologyの形容詞形）",the phonological component of language,言語の音韻部門
postgraduate,大学院生,postgraduate,graduate studying for a further degree,"大学卒業後の,研究科の,大学院の 
研究生,大学院生","Gakusei (students) and tokugyo no sho (student like postgraduate, student taking the graduate program) studied under these staff members.
","その下で学生・得業生が学ぶ。
"
sneeze,くしゃみをする,sniz,to loudly blow air out of your nose or mouth in a sudden uncontrolled way,"くしゃみ 
くしゃみをする",Our conversation was interrupted by his sneezes.,彼のくしゃみで私たちの会話が中断した。
syntactic,"【形】統語論の,構文の",syntactic,grammatical,"文章構成[法]の,統語論の",the syntactic rules of a language,言語の構文規則
syntax,構文,ˈsɪnˌtæks,"the study of a system, such as the system of words in a sentence","文章論,統語論,文章構成法,シンタックス(文中における語の配列を扱う文法の一部門)","What I have is instead a special purpose decision tree that's generated from a machine description written in this syntax as if it were LISP.
","ぼく が かわり に つけ た の は 、 特別 な 専用 デ シ ジョン ・ ツリー で 、 まるで LISP み た い な この 構文 で 書か れ た マシン 記述 から 生成 さ れる 。
"
theorem,定理,ˈθɪrəm,a statement that can be proved,"定理 
(一般に)自明の原理,定理",That method's OK but if you use the factor theorem here ...,そのやり方もいいけど、ここは因数定理を使って・・・。
aerosol,エアロゾル,ˈɛrəˌsɑl,a container that sprays liquid under pressure,煙霧質(気体中に膠質粒子が分散した状態),"In the area where kosa is being generated, kosa indicates 'a sandstorm' that causes kosa, the kosa floating in the air are 'ambient aerosol particles,' and the state in which lots of kosa is floating and falling is called 'drifting dust,' 'haze' or 'dust haze.'
","発生地付近では黄砂の元となる「砂嵐」（砂塵嵐）、大気中を浮遊する黄砂は「大気エアロゾル粒子」であり、風の有無にかかわらず黄砂が空中に大量に浮遊・降下している状態は「風塵」や「煙霧」・「ちり煙霧」である。
"
axiom,公理,ˈæksiəm,a statement that is accepted as true,"自明の理,原理;(数学の)公理;格言","because this is an axiom which never fails: that a prince who is not wise himself will never take good advice, 
","なぜなら 、 君主 が 賢明 で なけれ ば 、 良き 助言 を 採る こと は ない と いう の は 、 外れよ う の ない 格 律 な の です から 。
"
calculus,結石；微積分（数学）,ˈkælkjələs,a type of mathematics used for calculating such things as the slopes of curves,"〈C〉(腎臓内などにできる)結石 
〈U〉微積分学",I'll pay you back with my calculus notes.,お返しに微積分のノートを貸してあげるわ。
capillary,毛細血管,ˈkæpəˌlɛri,very small blood vessels,"毛状の,毛のように細い 
毛細管の 
毛細管","(f) Propellant storage equipment which utilizes capillary action or flexible bladders
","ヘ　推進薬貯蔵装置であって、毛細管現象を利用したもの又はフレキシブルブラダーを用いたもの
"
comma,コンマ,ˈkɑmə,mark showing a pause or list in a sentence,"(句読点の)『コンマ』(,)","I'd like to do without commas, but 6 feels odd if it doesn't have commas.",カンマを入れないようにしたいんだけど、６はカンマがないと不自然な気がします。
congruent,合同の,congruent,having the same shape and size,"(数字などが)符合する,(2図形が)合同の;(…と)一致している,ふさわしい《+『with』(『to』)+『名』》","In a melodic part, there may be sections with congruent rhythm (hyoshi-ai) or sections with noncongruent rhythm (hyoshi-awazu).
","節のある部分には拍子合と拍子不合がある。
"
denominator,分母,dɪˈnɑməˌneɪtər,the bottom number in a fraction,分母,"(The techniques above are common denominators, and the details vary among the various schools and dojo.
","（以上の技は最大公約数的なものであり、流派や道場によって細部は異なる。
"
