英単語,訳,発音,英語の意味,解説,用例,用例・訳
turn,曲がる；向きを変える,tɜrn,"To change the direction of something, e.g. a car","…‘を'『回す』,回転させる 
〈角など〉‘を'『曲がる』,迂回(うかい)する 
…‘を'『ひっくり返す』,裏返す 
…‘の'『向きを変える』,‘を'方向転換させる 
…‘を'向ける 
…‘を'『変化させる』,変質(変色)させる 
…‘を'行かせる,追い払う 
〈ある年齢・時刻・数量など〉‘を'越す,過ぎる 
《副詞[句]を伴って》…‘を'乱す,めちゃめちゃにする 
〈胃〉‘を'むかつかせる;〈心・頭など〉‘を'混乱させる,狂わせる 
…‘を'折る,曲げる,ねじる;〈足首〉‘を'くじく 
…‘に'丸みをつける;(旋盤・ろくろで)…‘を'作る 
…‘を'きれいに形作る;〈文・曲など〉‘を'うまく作る 
〈商品・資金〉‘を'回転させる;〈利益〉‘を'あげる 
〈土・畑など〉‘を'掘り返す(plow) 
(何かを軸・中心にして)『回る』,回転する 
(…に)『進路を変える』;〈道路などが〉(…に)曲がる;折れる;〈風などが〉(…に)向きを変える《+to(toward)+名》 
〈人が〉(…に向かって)ふり向く《+toward+名》,(…から)そらす《+from+名》 
〈人が〉ころがる,寝込りを打つ 
〈物が〉さかさになる,裏返しになる 
(…に)心(注意など)を向ける《+to+名》;(…から)心(注意など)をそらす《+from+名》 
変わる,なる 
〈木の葉などが〉変色する;〈牛乳などが〉変質する,腐敗する 
〈胃が〉むかつく;〈心・頭が〉混乱する,変になる;〈頭が〉ふらつく 
〈パイプなどが〉曲がる,たわむ 
〈C〉『回転』,回ること 
〈C〉『方向転換』,曲がること,折り返し 
〈C〉曲がり目;曲がり角,折り返し点 
〈C〉《a turn》(状況などの)変化,転機;《the turn》(…の)変り目,転換期《+of+名》 
〈C〉『順番』,番 
〈C〉《a turn》一回りの散歩(ドライブ);一仕事 
〈C〉行い,行為 
《a turn》言い回し,言葉遣い 
〈C〉(…の)性向,気質;素質,才能《+『for』+『名』(do『ing』)》 
〈C〉形,格好 
〈C〉《話》(めまい・吐き気などの)発作《+of+名》 
〈C〉《話》ショック,はっとすること 
〈C〉必要,急場 
〈C〉見方,解釈;くふう,ひねり(twist) 
〈C〉《おもに英》(寄席などの)出し物,演芸",Even walking till my legs turned to lead I couldn't find one that I liked.,足を棒にして探しても、気に入るものがありませんでした。
type,型；種類；タイプ,taɪp,group of things or people sharing common features,"〈C〉(…の)『型』,タイプ,類型,種類(kind)《+of+名》 
〈C〉(その種類の特質を最もよく表している)『典型』,手本,模範《+of+名》 
〈U〉《集合的に》活字;〈C〉(1個の)活字 
〈U〉(印刷された)字体,活字 
〈C〉(貨幣・メダルなどの)模様,図柄 
〈C〉血液型(blood group) 
…‘を'タイプに打つ 
(…として)…‘を'分類する《+名+as+名(doing)》 
…‘の'型を決める 
タイプライターを打つ",What's your favourite type of sushi?,お寿司で一番好きなネタは何ですか？
update,更新，更新する,əpˈdeɪt,To bring something up to date (usually by adding something),"…を最新のものにする 
最新情報",Could I get you to update this data for me?,このデータをアップデートしていただけますか。
vice,悪徳，副〜,vaɪs,specific form of evildoing,"〈U〉『悪徳』,不道徳 
〈C〉(特定の)『悪徳行為』;《話》『悪習』,悪癖 
〈C〉《話》欠点,欠陥 
〈C〉〈U〉(馬・犬などの)悪癖",He can't distinguish vice from virtue.,彼は善悪の区別がつけられないのだ。
warm,"【形】暖かい；思いやりのある；興奮した；暖色の；生々しい【動/他】を暖める；を活気づける【動/自】暖まる；活気づく；優しくなる【名】《a~》暖まること,《the~》暖かい場所【副】暖かく",wɔrm,slightly hot; not very hot,"【形】《気候が適度に》『暖かい』,温暖な 
 《飲み物などが適度に》『暖かい』
《衣服・場所などが》暖かく感じられる,《人が》暖まった,ほてる
 『心の暖かい』,思いやりのある;心からの,愛情のこもった
 熱した,激した,興奮した
《色が》暖かい,暖色（赤または黄を含む色）の
《獲物の遺臭・通った跡が》新しい,生々しい
《話》《当て物ゲームなどで目的物に》近い,もう少しの 
【動/他】『…‘を'暖める』,暖かくする《+up+名,+名+up》
 《人・心》‘を'興奮させる,活気づける；
《人・心》‘を'暖かい気持ちにする《+up+名,+名+up》
【動/自】『暖まる』,暖かくなる《+up》
 熱心になる,活気づく,興奮する《+up》
《人・物に》優しくなる,好意を持つ《+to(toward)+名》
【名】《a~》暖まること
《the~》暖かい場所
【副】暖かく","Every year, spring brings warm weather to our town.",毎年、私たちの町は春には暖かい天気になる。
way,方法；やり方,weɪ,how something is done,"〈C〉(…へ向かう)『道』,通り道;(…への)道筋《+to+名》 
〈C〉『方向』,方角 
〈U〉道を進むこと,進行,前進 
〈U〉《しばしば a way》距離,道程 
〈U〉《しばしば形容詞とともに》『やり方』,方法,手段 
〈C〉特有なやり方,流儀,癖 
〈U〉《しばしば複数形で》《単数扱い》習慣,風習,しきたり 
〈C〉《in…way[s]の形で》(…の)点(箇所)で 
〈U〉《しばしば a way》(特に健康の)ぐあい,様子 
〈C〉経験の及ぶ範囲;人生(行動,経験)の道 
通行権(the right of way)","Once things start going this way, in the end they'll all be much of a muchness.",こういう流れになると結局、どんぐりの背比べになる。
wet,濡れている，濡らす,wɛt,Containing water or liquid; not dry,"『ぬれた』,湿った,乾いていない 
『雨でぬれた』;雨降りの 
《米》非(反)禁酒主義の 
《英話》《軽べつして》(人が)気が弱い,湿っぽい,からっとしていない 
《the wet》(特に雨後の)湿った地面 
《the wet》『雨』;雨天 
《しばしば a wet》《英俗》『酒』 
…‘を'『ぬらす』,湿らせる","At a hilarious party, one frequently finds a wet blanket sitting next to the life of the party.",陽気な席で、人気者の隣に、興ざめの者が座っていることがよくある。
base,"基; 基礎, 基づく",beɪs,origin or start from which something came,"《文》(人や人の行動・孝えが)『卑しい』,下劣な 
(金属が)質の劣った;(貨幣が)粗悪な","You stand the axis on the base and then proceed to stack up each part, staggering their position.",台座に心棒を立てて、各パーツをずらしながら重ねていきます。
call,電話する,kɔl,To phone someone,"…'を'『呼ぶ』;〈名簿・リスト〉'を'読み上げる 
…'を'『呼び寄せる』　呼び集める;〈眠っている人〉'を'呼び起こす 
…'を'命令する　命じる 
〈会〉'を'召集する　〈人〉‘に'『電話をかける』　〈人〉'を'名づける,称する　《『call』+『名』+『名』(形)〈補〉》(…であると)…'を'思う　考える　〈試合〉'を'中止する;〈審判が〉…‘に'判定を下す,宣告する　『呼びかける』　叫ぶ　(…を)『ちょっと訪れる』　(…に)立ち寄る　〈汽車・船などが〉(…に)停車する　停船する《+『on』+『名』〈人〉,+『at』+『名』〈場所〉》　〈C〉『呼び声』　叫び(cry, shout);(鳥・動物の)鳴き声,さえずり　〈C〉(らっば・たいこなどによる)呼びかけ　合図　〈C〉点呼,出席調べ(=roll call)　〈C〉『電話をかけること』,通話;(かかってきた)電話　〈C〉(…への)(短時間の)『訪問』,立ち寄り;(船の)寄港;(駅への)停車《+『on』+『名』〈人〉,+『at』+『名』〈場所〉》　〈C〉(…への)召集,招き;呼びかけ　要請《+『for』(『to』)+『名』》　〈C〉(…に対する)天職,使命《+『to』+『名』》　〈U〉魅力,ひきつけるもの(appeal, fascination)　〈U〉必要性,正当な理由　〈C〉(…に対する)需要　要求　要望《+『for』(『on』)+『名』》","Well then, does everybody know the anime called Mai Hime?",さてさて、みなさんは舞姫というアニメを知っているでしょうか？
demand,要求する，要求,dɪˈmænd,To strongly request someone to do something; insist,"〈人が〉(権利として強く)…‘を'『求める』,せがむ 
〈物事が〉…‘を'『必要とする』,要する(need) 
〈C〉『要求』,請求 
〈U〉(…の)『需要』《+『for』+『名』》 
請求(要求)のありしだい","In Japan there are a lot of translations from English to Japanese and from Japanese to English, but there isn't much real demand for Japanese to Spanish or Spanish to Japanese.",日本では、英語から日本語（英日）、日本語から英語（日英）への翻訳が多く、日西、西日の実需があまりありません。
light,軽い,laɪt,Not heavy; weighing only a little,"〈U〉『光,光線』;明るさ 
〈U〉夜明け;日中;日光 
〈C〉『明かり』(太陽・灯火など光を出すもの) 
〈U〉《時にa~》光輝(brightness),(目などの)輝き 
〈C〉(点火するための)火,火花 
〈C〉明かり採り,採光窓 
〈C〉《通例単数形で》(絵などの)明るい部分 
〈U〉(…についての)知識,情報,理解《+『on』+『名』》 
〈C〉(ものを見る)観点,見地;相 
〈C〉この世に光を与える人;指導的な人物 
…‘に'『火をつける』《+『up』+『名』+『名』+『up』》 
…‘に'『明かりをつける』,‘を'照らす《+『up』+『名,』+『名』+『up』》 
〈人〉‘を'明かりをつけて案内する 
〈表情など〉‘を'明るくする《+『up』+『名,』+『名』+『up』》 
〈物が〉火がつく,点火する;明かりがつく《+『up』》 
明るくなる,晴れ晴れする《+『up』》 
『明るい』 
(色が)『薄い』","Light source, that is what direction the light is facing, also take care with shadowing. Just copy down into the sketch book you have at hand as accurately as possible.",光源、つまり光の向きだな、それと陰影とかにも気をつけて、できるだけ正確に手元にあるクロッキー帳に書き取っていくだけ。
